batch_id,medicine_id,medicine_name,expiry_date,quantity_vien,branch_id
B161,M15,Thuoc_M15,2025-08-13,200,CN8
B162,M9,Thuoc_M9,2025-12-03,700,CN2
B163,M40,Thuoc_M40,2026-08-07,700,CN1
B164,M34,Thuoc_M34,2026-11-23,300,CN7
B165,M12,Thuoc_M12,2026-06-27,500,CN7
B166,M49,Thuoc_M49,2026-08-24,900,CN6
B167,M13,Thuoc_M13,2025-09-09,800,CN10
B168,M10,Thuoc_M10,2025-11-29,700,CN4
B169,M37,Thuoc_M37,2025-04-05,400,CN7
B170,M20,Thuoc_M20,2026-01-01,100,CN3
B171,M19,Thuoc_M19,2025-03-27,400,CN9
B172,M11,Thuoc_M11,2025-10-02,1000,CN2
B173,M19,Thuoc_M19,2025-12-21,1000,CN10
B174,M39,Thuoc_M39,2025-09-15,800,CN8
B175,M15,Thuoc_M15,2027-03-13,800,CN7
B176,M47,Thuoc_M47,2025-06-03,100,CN1
B177,M50,Thuoc_M50,2026-02-01,100,CN10
B178,M26,Thuoc_M26,2025-04-15,300,CN9
B179,M31,Thuoc_M31,2025-04-06,600,CN4
B180,M11,Thuoc_M11,2025-12-06,100,CN8
B181,M5,Thuoc_M5,2026-11-18,1000,CN7
B182,M2,Thuoc_M2,2026-08-26,700,CN9
B183,M45,Thuoc_M45,2026-02-17,100,CN8
B184,M8,Thuoc_M8,2026-12-20,900,CN5
B185,M39,Thuoc_M39,2026-08-07,1000,CN4
B186,M41,Thuoc_M41,2027-02-27,100,CN2
B187,M40,Thuoc_M40,2025-11-02,400,CN3
B188,M15,Thuoc_M15,2026-06-30,300,CN4
B189,M44,Thuoc_M44,2025-06-20,100,CN5
B190,M7,Thuoc_M7,2026-06-30,100,CN10
B191,M27,Thuoc_M27,2025-04-03,500,CN2
B192,M48,Thuoc_M48,2026-01-19,100,CN6
B193,M20,Thuoc_M20,2025-08-06,200,CN4
B194,M19,Thuoc_M19,2026-03-28,400,CN2
B195,M38,Thuoc_M38,2026-10-16,1000,CN8
B196,M38,Thuoc_M38,2025-08-15,800,CN9
B197,M46,Thuoc_M46,2025-10-31,900,CN3
B198,M33,Thuoc_M33,2027-02-07,200,CN1
B199,M17,Thuoc_M17,2026-01-18,500,CN9
B200,M12,Thuoc_M12,2027-05-23,300,CN1
B201,M12,Thuoc_M12,2027-01-09,100,CN7
B202,M31,Thuoc_M31,2026-02-05,500,CN10
B203,M7,Thuoc_M7,2025-12-13,1000,CN3
B204,M47,Thuoc_M47,2026-09-18,1000,CN10
B205,M50,Thuoc_M50,2025-08-29,800,CN6
B206,M31,Thuoc_M31,2026-04-14,600,CN7
B207,M27,Thuoc_M27,2025-04-05,1000,CN4
B208,M15,Thuoc_M15,2025-11-06,900,CN4
B209,M1,Thuoc_M1,2025-03-19,300,CN9
B210,M1,Thuoc_M1,2025-05-27,100,CN8
B211,M26,Thuoc_M26,2026-01-09,500,CN9
B212,M24,Thuoc_M24,2026-03-26,200,CN2
B213,M12,Thuoc_M12,2026-09-27,200,CN10
B214,M17,Thuoc_M17,2026-03-17,800,CN1
B215,M41,Thuoc_M41,2027-03-06,400,CN2
B216,M47,Thuoc_M47,2026-06-27,200,CN1
B217,M24,Thuoc_M24,2025-10-22,700,CN10
B218,M35,Thuoc_M35,2027-09-01,900,CN6
B219,M40,Thuoc_M40,2026-09-01,800,CN9
B220,M39,Thuoc_M39,2025-12-02,500,CN1
B221,M11,Thuoc_M11,2026-06-09,900,CN4
B222,M48,Thuoc_M48,2025-05-24,600,CN8
B223,M26,Thuoc_M26,2026-07-08,800,CN6
B224,M27,Thuoc_M27,2026-05-19,900,CN2
B225,M35,Thuoc_M35,2025-07-29,800,CN5
B226,M34,Thuoc_M34,2027-02-17,200,CN1
B227,M29,Thuoc_M29,2026-09-03,300,CN8
B228,M23,Thuoc_M23,2026-11-23,500,CN5
B229,M16,Thuoc_M16,2026-12-28,400,CN3
B230,M44,Thuoc_M44,2026-02-14,600,CN2
B231,M24,Thuoc_M24,2027-07-26,300,CN6
B232,M45,Thuoc_M45,2025-12-31,600,CN1
B233,M39,Thuoc_M39,2026-01-04,700,CN7
B234,M35,Thuoc_M35,2026-08-18,800,CN3
B235,M24,Thuoc_M24,2026-10-27,400,CN7
B236,M13,Thuoc_M13,2026-12-04,1000,CN5
B237,M45,Thuoc_M45,2027-07-07,200,CN1
B238,M38,Thuoc_M38,2027-04-23,400,CN5
B239,M38,Thuoc_M38,2027-04-30,700,CN10
B240,M10,Thuoc_M10,2025-10-24,200,CN3
B241,M39,Thuoc_M39,2027-02-24,200,CN9
B242,M24,Thuoc_M24,2026-11-04,300,CN8
B243,M29,Thuoc_M29,2026-09-02,900,CN10
B244,M14,Thuoc_M14,2026-04-16,300,CN3
B245,M11,Thuoc_M11,2026-04-06,200,CN1
B246,M14,Thuoc_M14,2027-08-01,400,CN5
B247,M8,Thuoc_M8,2027-08-19,600,CN5
B248,M14,Thuoc_M14,2026-09-06,300,CN4
B249,M11,Thuoc_M11,2026-01-19,700,CN6
B250,M17,Thuoc_M17,2025-09-28,200,CN5
B251,M39,Thuoc_M39,2027-06-30,400,CN10
B252,M21,Thuoc_M21,2025-07-08,600,CN1
B253,M41,Thuoc_M41,2026-05-11,200,CN6
B254,M33,Thuoc_M33,2025-05-29,400,CN5
B255,M27,Thuoc_M27,2026-08-11,500,CN9
B256,M12,Thuoc_M12,2026-01-05,500,CN4
B257,M49,Thuoc_M49,2027-05-15,100,CN10
B258,M19,Thuoc_M19,2026-09-19,800,CN2
B259,M24,Thuoc_M24,2027-04-07,100,CN6
B260,M38,Thuoc_M38,2027-03-11,600,CN10
B261,M23,Thuoc_M23,2026-05-27,600,CN1
B262,M42,Thuoc_M42,2027-04-11,900,CN5
B263,M37,Thuoc_M37,2026-04-23,500,CN10
B264,M39,Thuoc_M39,2027-01-12,700,CN10
B265,M27,Thuoc_M27,2026-09-05,300,CN9
B266,M10,Thuoc_M10,2025-04-09,900,CN7
B267,M45,Thuoc_M45,2025-06-03,300,CN2
B268,M47,Thuoc_M47,2026-08-05,500,CN8
B269,M17,Thuoc_M17,2026-07-27,200,CN2
B270,M22,Thuoc_M22,2026-07-05,300,CN3
B271,M31,Thuoc_M31,2027-02-03,400,CN2
B272,M14,Thuoc_M14,2026-09-11,200,CN3
B273,M31,Thuoc_M31,2025-03-20,100,CN4
B274,M42,Thuoc_M42,2027-08-06,500,CN5
B275,M34,Thuoc_M34,2026-08-20,100,CN10
B276,M9,Thuoc_M9,2026-09-18,300,CN1
B277,M9,Thuoc_M9,2025-07-13,500,CN3
B278,M25,Thuoc_M25,2025-10-25,200,CN10
B279,M24,Thuoc_M24,2025-12-10,700,CN2
B280,M36,Thuoc_M36,2027-02-10,600,CN9
B281,M19,Thuoc_M19,2025-11-19,600,CN1
B282,M28,Thuoc_M28,2026-11-10,200,CN8
B283,M27,Thuoc_M27,2027-07-17,900,CN3
B284,M20,Thuoc_M20,2025-09-24,500,CN6
B285,M25,Thuoc_M25,2026-12-12,700,CN4
B286,M35,Thuoc_M35,2026-04-13,900,CN8
B287,M30,Thuoc_M30,2026-10-08,700,CN9
B288,M32,Thuoc_M32,2026-12-28,700,CN9
B289,M39,Thuoc_M39,2026-10-16,800,CN2
B290,M42,Thuoc_M42,2026-09-10,500,CN2
B291,M44,Thuoc_M44,2025-08-29,500,CN9
B292,M33,Thuoc_M33,2026-05-18,800,CN3
B293,M18,Thuoc_M18,2027-06-23,200,CN8
B294,M31,Thuoc_M31,2026-09-17,400,CN1
B295,M23,Thuoc_M23,2026-04-14,1000,CN10
B296,M35,Thuoc_M35,2025-07-10,800,CN4
B297,M33,Thuoc_M33,2027-06-19,1000,CN7
B298,M41,Thuoc_M41,2026-12-11,700,CN3
B299,M13,Thuoc_M13,2026-07-12,100,CN4
B300,M28,Thuoc_M28,2026-03-04,200,CN4
B301,M41,Thuoc_M41,2026-05-25,400,CN1
B302,M26,Thuoc_M26,2026-04-10,500,CN10
B303,M35,Thuoc_M35,2027-05-03,600,CN3
B304,M16,Thuoc_M16,2025-04-12,100,CN1
B305,M47,Thuoc_M47,2026-07-17,300,CN7
B306,M21,Thuoc_M21,2027-08-09,600,CN4
B307,M22,Thuoc_M22,2027-08-13,500,CN8
B308,M36,Thuoc_M36,2026-05-22,300,CN2
B309,M44,Thuoc_M44,2026-10-03,400,CN5
B310,M42,Thuoc_M42,2026-03-12,600,CN7
B311,M44,Thuoc_M44,2026-08-05,600,CN5
B312,M44,Thuoc_M44,2027-02-25,800,CN8
B313,M20,Thuoc_M20,2027-07-07,200,CN7
B314,M35,Thuoc_M35,2026-09-24,400,CN9
B315,M39,Thuoc_M39,2026-03-31,700,CN9
B316,M21,Thuoc_M21,2026-05-08,400,CN7
B317,M28,Thuoc_M28,2026-05-11,600,CN1
B318,M27,Thuoc_M27,2025-06-03,900,CN6
B319,M50,Thuoc_M50,2026-12-14,700,CN3
B320,M10,Thuoc_M10,2026-07-24,1000,CN7
B321,M38,Thuoc_M38,2026-04-27,800,CN8
B322,M49,Thuoc_M49,2026-11-14,600,CN4
B323,M10,Thuoc_M10,2025-03-27,200,CN5
B324,M8,Thuoc_M8,2027-03-07,500,CN7
B325,M42,Thuoc_M42,2026-09-15,400,CN2
B326,M2,Thuoc_M2,2027-06-06,800,CN10
B327,M47,Thuoc_M47,2026-01-13,500,CN1
B328,M19,Thuoc_M19,2026-04-02,400,CN10
B329,M18,Thuoc_M18,2026-01-16,500,CN6
B330,M6,Thuoc_M6,2027-03-14,800,CN10
B331,M41,Thuoc_M41,2026-07-14,700,CN10
B332,M40,Thuoc_M40,2026-09-17,700,CN5
B333,M12,Thuoc_M12,2027-02-14,100,CN4
B334,M4,Thuoc_M4,2026-06-22,100,CN3
B335,M24,Thuoc_M24,2025-08-16,700,CN8
B336,M42,Thuoc_M42,2026-11-20,1000,CN10
B337,M4,Thuoc_M4,2027-08-16,300,CN4
B338,M21,Thuoc_M21,2025-06-12,600,CN3
B339,M1,Thuoc_M1,2026-10-21,800,CN4
B340,M6,Thuoc_M6,2026-09-20,400,CN3
B341,M7,Thuoc_M7,2027-08-29,1000,CN10
B342,M50,Thuoc_M50,2026-09-21,800,CN9
B343,M12,Thuoc_M12,2026-01-26,200,CN3
B344,M48,Thuoc_M48,2027-07-01,200,CN1
B345,M31,Thuoc_M31,2025-03-23,800,CN5
B346,M3,Thuoc_M3,2027-08-11,100,CN7
B347,M2,Thuoc_M2,2026-10-14,700,CN7
B348,M1,Thuoc_M1,2027-07-21,800,CN3
B349,M25,Thuoc_M25,2026-07-05,800,CN9
B350,M48,Thuoc_M48,2026-01-25,300,CN8
B351,M29,Thuoc_M29,2025-07-03,200,CN10
B352,M47,Thuoc_M47,2026-12-24,200,CN3
B353,M21,Thuoc_M21,2027-06-19,500,CN9
B354,M45,Thuoc_M45,2026-04-04,400,CN7
B355,M5,Thuoc_M5,2026-04-06,700,CN7
B356,M24,Thuoc_M24,2026-07-17,600,CN9
B357,M28,Thuoc_M28,2027-08-30,600,CN8
B358,M43,Thuoc_M43,2027-02-22,200,CN7
B359,M34,Thuoc_M34,2027-07-07,100,CN2
B360,M48,Thuoc_M48,2026-06-15,500,CN1
B361,M38,Thuoc_M38,2027-01-27,200,CN1
B362,M40,Thuoc_M40,2026-05-02,900,CN3
B363,M12,Thuoc_M12,2026-10-31,700,CN10
B364,M50,Thuoc_M50,2027-06-07,1000,CN10
B365,M43,Thuoc_M43,2027-07-02,100,CN8
B366,M45,Thuoc_M45,2026-12-15,100,CN6
B367,M11,Thuoc_M11,2026-04-06,1000,CN4
B368,M35,Thuoc_M35,2027-04-10,800,CN5
B369,M17,Thuoc_M17,2026-07-22,1000,CN6
B370,M21,Thuoc_M21,2027-04-07,400,CN7
B371,M14,Thuoc_M14,2026-07-11,600,CN3
B372,M28,Thuoc_M28,2027-05-04,900,CN2
B373,M28,Thuoc_M28,2026-01-10,400,CN9
B374,M1,Thuoc_M1,2025-11-20,100,CN3
B375,M3,Thuoc_M3,2026-12-27,400,CN3
B376,M18,Thuoc_M18,2026-01-04,100,CN7
B377,M26,Thuoc_M26,2027-08-23,800,CN2
B378,M21,Thuoc_M21,2026-06-12,200,CN10
B379,M43,Thuoc_M43,2025-04-10,1000,CN6
B380,M13,Thuoc_M13,2026-10-17,600,CN5
B381,M16,Thuoc_M16,2025-11-17,200,CN10
B382,M41,Thuoc_M41,2026-11-28,400,CN9
B383,M24,Thuoc_M24,2026-06-05,700,CN5
B384,M44,Thuoc_M44,2025-09-08,400,CN3
B385,M20,Thuoc_M20,2026-03-09,800,CN8
B386,M15,Thuoc_M15,2027-01-04,400,CN6
B387,M24,Thuoc_M24,2025-04-04,100,CN9
B388,M38,Thuoc_M38,2026-07-23,500,CN2
B389,M3,Thuoc_M3,2027-04-03,300,CN5
B390,M22,Thuoc_M22,2025-11-17,800,CN4
B391,M23,Thuoc_M23,2027-06-15,900,CN8
B392,M21,Thuoc_M21,2025-05-26,1000,CN10
B393,M49,Thuoc_M49,2026-08-06,400,CN1
B394,M22,Thuoc_M22,2027-07-26,1000,CN9
B395,M32,Thuoc_M32,2025-11-24,800,CN5
B396,M40,Thuoc_M40,2025-12-11,600,CN1
B397,M23,Thuoc_M23,2025-09-15,200,CN5
B398,M47,Thuoc_M47,2025-06-09,400,CN8
B399,M14,Thuoc_M14,2026-06-01,900,CN4
B400,M27,Thuoc_M27,2026-03-09,200,CN7
B401,M7,Thuoc_M7,2025-09-09,300,CN10
B402,M49,Thuoc_M49,2027-07-09,1000,CN3
B403,M41,Thuoc_M41,2027-01-12,400,CN5
B404,M45,Thuoc_M45,2025-04-22,700,CN8
B405,M36,Thuoc_M36,2027-03-01,700,CN3
B406,M39,Thuoc_M39,2027-05-03,300,CN2
B407,M27,Thuoc_M27,2026-02-12,600,CN2
B408,M9,Thuoc_M9,2026-08-15,600,CN3
B409,M28,Thuoc_M28,2027-03-14,600,CN7
B410,M40,Thuoc_M40,2027-04-05,300,CN1
B411,M34,Thuoc_M34,2026-11-17,900,CN7
B412,M13,Thuoc_M13,2026-12-17,100,CN4
B413,M24,Thuoc_M24,2026-10-23,100,CN3
B414,M21,Thuoc_M21,2025-08-10,300,CN6
B415,M22,Thuoc_M22,2027-04-12,700,CN2
B416,M32,Thuoc_M32,2025-10-21,800,CN6
B417,M23,Thuoc_M23,2025-04-06,300,CN2
B418,M10,Thuoc_M10,2025-07-06,700,CN7
B419,M20,Thuoc_M20,2025-04-29,700,CN2
B420,M23,Thuoc_M23,2026-05-25,300,CN5
B421,M49,Thuoc_M49,2027-04-05,500,CN6
B422,M16,Thuoc_M16,2026-03-06,1000,CN6
B423,M11,Thuoc_M11,2025-10-28,400,CN10
B424,M17,Thuoc_M17,2025-10-11,600,CN9
B425,M22,Thuoc_M22,2027-08-10,500,CN9
B426,M49,Thuoc_M49,2026-10-15,1000,CN3
B427,M29,Thuoc_M29,2026-09-30,300,CN1
B428,M29,Thuoc_M29,2025-05-25,900,CN3
B429,M8,Thuoc_M8,2026-01-21,700,CN1
B430,M1,Thuoc_M1,2026-11-03,700,CN5
B431,M46,Thuoc_M46,2027-05-06,900,CN3
B432,M15,Thuoc_M15,2026-04-04,900,CN3
B433,M2,Thuoc_M2,2027-01-20,500,CN1
B434,M4,Thuoc_M4,2026-03-01,100,CN2
B435,M45,Thuoc_M45,2026-04-10,200,CN1
B436,M10,Thuoc_M10,2026-01-06,100,CN3
B437,M7,Thuoc_M7,2027-02-10,1000,CN5
B438,M31,Thuoc_M31,2025-09-27,400,CN9
B439,M29,Thuoc_M29,2026-11-23,700,CN2
B440,M33,Thuoc_M33,2026-03-09,600,CN6
B441,M15,Thuoc_M15,2026-07-17,100,CN6
B442,M31,Thuoc_M31,2026-09-17,100,CN8
B443,M1,Thuoc_M1,2027-05-09,300,CN7
B444,M29,Thuoc_M29,2025-11-07,300,CN5
B445,M45,Thuoc_M45,2025-12-30,700,CN10
B446,M9,Thuoc_M9,2026-12-31,300,CN4
B447,M28,Thuoc_M28,2026-11-25,700,CN2
B448,M46,Thuoc_M46,2027-08-21,300,CN10
B449,M15,Thuoc_M15,2026-12-19,500,CN8
B450,M9,Thuoc_M9,2026-06-26,200,CN4
B451,M6,Thuoc_M6,2026-06-25,200,CN3
B452,M50,Thuoc_M50,2025-05-28,600,CN5
B453,M38,Thuoc_M38,2027-07-19,1000,CN5
B454,M36,Thuoc_M36,2027-06-28,100,CN9
B455,M7,Thuoc_M7,2025-04-23,300,CN10
B456,M8,Thuoc_M8,2026-08-24,600,CN8
B457,M18,Thuoc_M18,2025-06-12,600,CN2
B458,M5,Thuoc_M5,2025-09-05,200,CN2
B459,M12,Thuoc_M12,2025-03-23,300,CN1
B460,M3,Thuoc_M3,2027-06-07,500,CN6
B461,M27,Thuoc_M27,2027-04-24,500,CN7
B462,M11,Thuoc_M11,2027-02-06,100,CN10
B463,M24,Thuoc_M24,2025-11-17,600,CN4
B464,M42,Thuoc_M42,2026-07-13,800,CN2
B465,M25,Thuoc_M25,2026-11-26,500,CN3
B466,M38,Thuoc_M38,2026-10-18,500,CN4
B467,M33,Thuoc_M33,2025-06-16,700,CN8
B468,M3,Thuoc_M3,2025-06-06,400,CN2
B469,M16,Thuoc_M16,2026-12-08,900,CN6
B470,M36,Thuoc_M36,2025-12-14,700,CN3
B471,M48,Thuoc_M48,2027-03-02,300,CN6
B472,M44,Thuoc_M44,2027-08-07,200,CN6
B473,M22,Thuoc_M22,2026-11-20,600,CN2
B474,M27,Thuoc_M27,2025-08-07,800,CN8
B475,M17,Thuoc_M17,2026-07-17,900,CN1
B476,M44,Thuoc_M44,2026-09-05,600,CN9
B477,M44,Thuoc_M44,2026-07-28,400,CN9
B478,M50,Thuoc_M50,2025-06-05,100,CN5
B479,M29,Thuoc_M29,2027-07-03,100,CN5
B480,M5,Thuoc_M5,2025-04-01,800,CN8
B481,M42,Thuoc_M42,2025-07-25,600,CN8
B482,M11,Thuoc_M11,2026-05-19,800,CN10
B483,M15,Thuoc_M15,2025-04-20,900,CN9
B484,M12,Thuoc_M12,2027-07-11,700,CN5
B485,M49,Thuoc_M49,2025-11-05,300,CN1
B486,M5,Thuoc_M5,2025-03-20,400,CN6
B487,M36,Thuoc_M36,2026-09-18,900,CN10
B488,M43,Thuoc_M43,2025-12-06,600,CN8
B489,M18,Thuoc_M18,2027-01-07,800,CN9
B490,M47,Thuoc_M47,2025-12-12,700,CN5
B491,M11,Thuoc_M11,2026-10-03,500,CN7
B492,M34,Thuoc_M34,2027-04-17,100,CN8
B493,M40,Thuoc_M40,2027-05-19,500,CN8
B494,M22,Thuoc_M22,2026-07-27,800,CN8
B495,M15,Thuoc_M15,2025-05-20,800,CN10
B496,M21,Thuoc_M21,2026-11-13,400,CN1
